Tradedate,Date,Comid,Low,High,Average,Waverage,Close,Tradeno,Volume,Turnover,Issue,Company
27/04/2006,27/04/2006,14259,76,77.5,76.8,,76.6,56,6602,506429,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
30/04/2006,30/04/2006,14259,74.9,75.5,75.05,,75,26,2150,161305,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
02/05/2006,02/05/2006,14259,73,75,73.86,,73.5,22,2755,202735,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
03/05/2006,03/05/2006,14259,72.6,80,74.39,,72.9,10,907,66255,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
04/05/2006,04/05/2006,14259,72.6,80.1,73.23,,72.9,29,2655,193770.5,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
07/05/2006,07/05/2006,14259,73,80.1,75.17,,74.7,46,5392,399362,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
08/05/2006,08/05/2006,14259,74.2,82.1,76.66,,76.2,80,7788,589969.6,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
09/05/2006,09/05/2006,14259,75,77.1,76.46,,76.4,5,361,27582,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
10/05/2006,10/05/2006,14259,75,77,76.06,,76.3,15,7300,557695,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
14/05/2006,14/05/2006,14259,75.5,76.3,75.91,,75.9,14,1200,91125,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
16/05/2006,16/05/2006,14259,70,72.7,71.27,,71.5,24,1450,103370,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
17/05/2006,17/05/2006,14259,70.5,71.1,70.89,,70.9,21,1550,109905,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
18/05/2006,18/05/2006,14259,67,72,71.08,,71.7,9,1025,73455,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
21/05/2006,21/05/2006,14259,69,70.5,69.78,,69.8,20,2450,171145,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
22/05/2006,22/05/2006,14259,68,68.1,68,,68,25,2650,180210,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
23/05/2006,23/05/2006,14259,67,69,67.36,,67,29,3450,231995,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
24/05/2006,24/05/2006,14259,66,66.2,66.1,,66.1,5,450,29750,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
25/05/2006,25/05/2006,14259,66.5,68,67.18,,67.2,23,2250,151355,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
28/05/2006,28/05/2006,14259,66.7,71.1,67.38,,66.7,24,2108,140838,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
29/05/2006,29/05/2006,14259,66.5,66.8,66.65,,66.6,29,3150,209975,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
30/05/2006,30/05/2006,14259,65.2,66.3,66.05,,66,13,1250,82580,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
31/05/2006,31/05/2006,14259,66.2,67.2,66.99,,67,23,1700,113760,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
01/06/2006,01/06/2006,14259,67,68,67.21,,67.1,18,1605,107725,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
04/06/2006,04/06/2006,14259,66,67,66.3,,66.4,26,2600,172555,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
05/06/2006,05/06/2006,14259,66.4,66.8,66.56,,66.6,19,8000,532895,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
06/06/2006,06/06/2006,14259,65,68.3,67.05,,67.6,11,1100,74250,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
07/06/2006,07/06/2006,14259,67,67.8,67.27,,67.3,10,1000,67355,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
08/06/2006,08/06/2006,14259,66.5,67.4,66.98,,66.9,16,1350,90380,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
11/06/2006,11/06/2006,14259,66.2,66.8,66.52,,66.5,6,700,46555,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
12/06/2006,12/06/2006,14259,66,66.7,66.15,,66.1,28,2350,155440,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
15/06/2006,15/06/2006,14259,66,66.1,66.01,,66,18,1600,105630,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
18/06/2006,18/06/2006,14259,64,66.1,64.88,,64.4,50,6450,419840,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
19/06/2006,19/06/2006,14259,64.7,66.9,65.21,,65.1,15,1400,91270,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
20/06/2006,20/06/2006,14259,61,66.5,65.7,,66.3,11,4474,296640,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
21/06/2006,21/06/2006,14259,66.7,70,67.18,,66.7,10,3410,227775,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
22/06/2006,22/06/2006,14259,66.5,68.6,68.23,,68.1,27,3000,204510,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
25/06/2006,25/06/2006,14259,66.1,68.1,67.63,,67.4,26,4000,270010,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
26/06/2006,26/06/2006,14259,66.4,68,66.93,,66.7,38,3950,264100,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
27/06/2006,27/06/2006,14259,66.3,67.8,66.75,,66.6,13,1350,89980,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
28/06/2006,28/06/2006,14259,65.4,67.9,65.89,,65.7,32,2450,161340,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
29/06/2006,29/06/2006,14259,67,74.5,69.47,,70.4,133,11970,832280,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
02/07/2006,02/07/2006,14259,67.5,72,69.99,,69.7,25,2750,192835,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
03/07/2006,03/07/2006,14259,68,70.8,69.98,,69.9,20,1900,132965,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
05/07/2006,05/07/2006,14259,70.5,72.3,71.68,,71.9,29,2950,211535,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
06/07/2006,06/07/2006,14259,71.5,73,72.24,,72,26,3250,234700,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
09/07/2006,09/07/2006,14259,71,71.5,71.34,,71.4,40,5100,363920,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
10/07/2006,10/07/2006,14259,70.2,71.5,70.78,,71,51,6600,466510,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
11/07/2006,11/07/2006,14259,69,71,69.76,,69.9,23,1800,125975,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
12/07/2006,12/07/2006,14259,69,70.9,69.9,,70.3,5,1050,73860,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
13/07/2006,13/07/2006,14259,69,70.5,69.68,,69.8,17,1875,130880,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
16/07/2006,16/07/2006,14259,66,70,68.93,,68.9,25,1925,132900,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
17/07/2006,17/07/2006,14259,68,68.2,68.12,,68.1,5,250,17030,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
18/07/2006,18/07/2006,14259,67.8,68.5,68.13,,68.1,6,350,23850,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
19/07/2006,19/07/2006,14259,67.4,67.5,67.45,,67.4,6,300,20235,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
20/07/2006,20/07/2006,14259,67.1,67.1,67.1,,67.1,1,50,3355,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
23/07/2006,23/07/2006,14259,67.3,68,67.6,,67.4,3,340,22960,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
24/07/2006,24/07/2006,14259,67,68,67.28,,67.3,20,1550,104350,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
25/07/2006,25/07/2006,14259,68,68.2,68.09,,68.1,9,1100,74920,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
26/07/2006,26/07/2006,14259,68.1,68.4,68.24,,68.2,15,1400,95500,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
27/07/2006,27/07/2006,14259,63,69.8,68.78,,69,35,3676,253353.5,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
30/07/2006,30/07/2006,14259,68.2,69.1,68.73,,68.8,21,1700,116945,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
31/07/2006,31/07/2006,14259,68.1,69,68.55,,68.5,19,1400,95990,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
01/08/2006,01/08/2006,14259,67.3,71,68.79,,69.6,70,5700,391920,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
02/08/2006,02/08/2006,14259,68.8,70.4,69.95,,70.1,46,4650,325125,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
03/08/2006,03/08/2006,14259,70.4,74,72.17,,73.2,62,6050,437305,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
06/08/2006,06/08/2006,14259,72,75,73.21,,73,42,5210,381670,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
07/08/2006,07/08/2006,14259,71.4,73.5,72.32,,72.6,42,4550,329260,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
08/08/2006,08/08/2006,14259,68,73.7,72.49,,72.4,27,3075,223165,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
09/08/2006,09/08/2006,14259,70,73.5,72.38,,72.3,125,16275,1178890,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
10/08/2006,10/08/2006,14259,70,74,72.24,,72.1,88,16200,1170790,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
13/08/2006,13/08/2006,14259,73,73.9,73.57,,73.5,37,5350,393495,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
14/08/2006,14/08/2006,14259,71,73.5,72.04,,71.4,59,9800,704675,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
15/08/2006,15/08/2006,14259,68,71.8,70.53,,70.3,52,6025,425145,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
17/08/2006,17/08/2006,14259,68,70.5,68.81,,68.4,95,13250,912530,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
20/08/2006,20/08/2006,14259,68.5,70,68.73,,68.7,37,3325,228435,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
21/08/2006,21/08/2006,14259,68.1,69.6,68.76,,68.6,54,8300,570940,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
22/08/2006,22/08/2006,14259,67.2,68.2,67.81,,67.7,27,3250,220520,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
23/08/2006,23/08/2006,14259,66.1,67.4,66.49,,66.1,87,11450,761055,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
24/08/2006,24/08/2006,14259,66.3,67,66.53,,66.5,44,6700,445770,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
27/08/2006,27/08/2006,14259,66.1,67.5,66.48,,66.5,22,3350,223290,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
28/08/2006,28/08/2006,14259,66,67,66.44,,66.2,33,4200,279380,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
29/08/2006,29/08/2006,14259,66.5,67.5,67.2,,67.1,15,1950,131000,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
31/08/2006,31/08/2006,14259,68,69.4,68.7,,69,68,6200,425800,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
03/09/2006,03/09/2006,14259,69.1,70.4,70.02,,70.1,84,13500,944850,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
04/09/2006,04/09/2006,14259,69.2,70.1,69.73,,69.6,118,15950,1112235,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
05/09/2006,05/09/2006,14259,68,68.5,68.25,,68,34,4900,334390,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
06/09/2006,06/09/2006,14259,67.8,70,69.7,,69.8,41,4775,333435,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
07/09/2006,07/09/2006,14259,68.1,69,68.29,,68.2,18,2650,180915,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
11/09/2006,11/09/2006,14259,68,68,68,,68,3,150,10200,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
12/09/2006,12/09/2006,14259,67,68.5,67.26,,67.2,18,1700,114380,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
13/09/2006,13/09/2006,14259,67,67.2,67.01,,67,19,1150,77060,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
14/09/2006,14/09/2006,14259,66.5,66.8,66.67,,66.6,10,1800,119970,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
17/09/2006,17/09/2006,14259,66.6,66.6,66.6,,66.6,3,175,11655,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
18/09/2006,18/09/2006,14259,62,67.6,66.66,,67.2,10,875,58680,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
19/09/2006,19/09/2006,14259,66.2,67.7,67.36,,67.4,14,1600,107840,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
20/09/2006,20/09/2006,14259,67,68.2,67.46,,67.5,11,2300,155305,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
24/09/2006,24/09/2006,14259,68,68,68,,68,1,50,3400,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
25/09/2006,25/09/2006,14259,62,62,62,,68,1,25,1550,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
26/09/2006,26/09/2006,14259,65.6,66.5,66.02,,66,10,1450,95745,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
27/09/2006,27/09/2006,14259,60,66.1,65.72,,66,21,1775,117020,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
28/09/2006,28/09/2006,14259,66.2,69.2,67.06,,66.9,17,1550,103730,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
01/10/2006,01/10/2006,14259,67.8,68.5,68.04,,68.1,26,2250,153140,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
03/10/2006,03/10/2006,14259,66.5,67.9,66.84,,66.7,24,2650,177035,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
05/10/2006,05/10/2006,14259,66.4,66.7,66.52,,66.5,21,1700,113125,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
08/10/2006,08/10/2006,14259,66.4,67,66.6,,66.6,22,2700,179870,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
09/10/2006,09/10/2006,14259,66.2,66.2,66.2,,66.2,1,50,3310,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
10/10/2006,10/10/2006,14259,66.7,67,66.85,,66.7,10,1750,116875,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
11/10/2006,11/10/2006,14259,66,67,66.76,,66.8,7,475,31745,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
12/10/2006,12/10/2006,14259,66.3,67,66.63,,66.8,37,3950,262930,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
15/10/2006,15/10/2006,14259,65.1,67.5,67.16,,67.2,19,3469,233271.9,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
16/10/2006,16/10/2006,14259,67,67.2,67.08,,67,21,3050,204595,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
17/10/2006,17/10/2006,14259,67.7,68.3,67.95,,67.9,37,5400,366880,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
18/10/2006,18/10/2006,14259,62.2,69.1,68.41,,68.9,62,6800,465905,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
19/10/2006,19/10/2006,14259,63.1,72.8,70.9,,71.9,33,3606,257323.6,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
22/10/2006,22/10/2006,14259,70.1,70.9,70.65,,70.5,12,1250,88230,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
31/10/2006,31/10/2006,14259,70.2,70.5,70.33,,70.3,19,1800,126610,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
01/11/2006,01/11/2006,14259,70.2,71,70.33,,70.3,41,3285,231010,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
02/11/2006,02/11/2006,14259,70.4,71,70.56,,70.5,77,10950,772730,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
05/11/2006,05/11/2006,14259,70,73.9,70.45,,70.3,30,3550,250055,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
06/11/2006,06/11/2006,14259,65,70,69.06,,69.8,12,1402,97870,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
08/11/2006,08/11/2006,14259,65,68.5,68.21,,68,61,5675,387305,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
09/11/2006,09/11/2006,14259,69,69.5,69.16,,69.1,5,350,24215,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
14/11/2006,14/11/2006,14259,71,71.4,71.06,,71,7,450,31970,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
15/11/2006,15/11/2006,14259,68.6,71,70.43,,70.6,26,2300,162060,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
16/11/2006,16/11/2006,14259,70.5,71.8,71.01,,71.1,45,4900,348280,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
19/11/2006,19/11/2006,14259,71,74.3,71.88,,72.5,63,9550,686110,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
20/11/2006,20/11/2006,14259,72.5,76.5,74.75,,75.2,67,8600,643945,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
21/11/2006,21/11/2006,14259,70,78,77.02,,77.1,82,9775,753775,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
22/11/2006,22/11/2006,14259,74,78,76.28,,75.1,52,7200,550010,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
23/11/2006,23/11/2006,14259,72,76,75.25,,75.3,25,2425,182655,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
26/11/2006,26/11/2006,14259,72,80,75.93,,75,46,4545,345260,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
27/11/2006,27/11/2006,14259,74,75,74.52,,74.6,11,2050,152935,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
28/11/2006,28/11/2006,14259,72.5,73.2,72.73,,72.6,24,3500,254470,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
29/11/2006,29/11/2006,14259,74,74.3,74.02,,74,13,2000,148060,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
30/11/2006,30/11/2006,14259,73,74,73.25,,73,28,3250,237925,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
03/12/2006,03/12/2006,14259,72,73.9,72.96,,72.8,16,4050,294965,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
04/12/2006,04/12/2006,14259,73.5,76,75.03,,75.6,66,7850,589575,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
05/12/2006,05/12/2006,14259,76.6,78,77.08,,77.3,71,11100,855335,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
06/12/2006,06/12/2006,14259,76,77,76.83,,76.9,18,2950,226860,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
07/12/2006,07/12/2006,14259,76.9,77.2,77.06,,77.1,32,3200,246570,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
10/12/2006,10/12/2006,14259,77,77.5,77.16,,77.2,27,2950,227675,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
11/12/2006,11/12/2006,14259,75.5,76.5,76.02,,76.1,23,2550,194025,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
12/12/2006,12/12/2006,14259,76,78,76.81,,77,28,3800,291775,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
13/12/2006,13/12/2006,14259,76,77,76.43,,76.7,30,4250,325280,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
14/12/2006,14/12/2006,14259,77,77.2,77.05,,77,26,2850,219550,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
17/12/2006,17/12/2006,14259,77,78.4,77.57,,77.5,24,2900,225085,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
18/12/2006,18/12/2006,14259,76,78.3,77.67,,77.9,34,4825,375225,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
19/12/2006,19/12/2006,14259,76,92,85.05,,88.6,185,23000,1956125,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
20/12/2006,20/12/2006,14259,84.4,87,85.47,,85.2,69,6500,555070,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
24/12/2006,24/12/2006,14259,82.5,84.5,83.47,,83.3,23,2950,246050,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
26/12/2006,26/12/2006,14259,81,83,82.31,,82.3,51,7150,588520,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
27/12/2006,27/12/2006,14259,80,85,84.09,,84.2,46,5701,479146,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
28/12/2006,28/12/2006,14259,83.2,85,84.44,,84.1,41,5150,434755,,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED
02/01/2006,02/01/2006,25709,152,153,152.5,,152.5,2,80,12200,,CENTRAL INSURANCE COMPANY LIMITED
04/01/2006,04/01/2006,25709,151.5,151.5,151.5,,151.5,1,40,6060,,CENTRAL INSURANCE COMPANY LIMITED
09/01/2006,09/01/2006,25709,150,151,150.5,,150.5,2,40,6020,,CENTRAL INSURANCE COMPANY LIMITED
19/01/2006,19/01/2006,25709,150,150,150,,150,1,20,3000,,CENTRAL INSURANCE COMPANY LIMITED
23/01/2006,23/01/2006,25709,148,148.5,148.25,,148.25,2,40,5930,,CENTRAL INSURANCE COMPANY LIMITED
29/01/2006,29/01/2006,25709,147,147,147,,147,1,20,2940,,CENTRAL INSURANCE COMPANY LIMITED
30/01/2006,30/01/2006,25709,147,147,147,,147,1,20,2940,,CENTRAL INSURANCE COMPANY LIMITED
07/02/2006,07/02/2006,25709,135,135,135,,135,1,4,540,,CENTRAL INSURANCE COMPANY LIMITED
12/02/2006,12/02/2006,25709,147,147,147,,147,1,20,2940,,CENTRAL INSURANCE COMPANY LIMITED
16/02/2006,16/02/2006,25709,147,153,149.31,,149.25,4,180,26885,,CENTRAL INSURANCE COMPANY LIMITED
20/02/2006,20/02/2006,25709,160,160,160,,160,1,2,320,,CENTRAL INSURANCE COMPANY LIMITED
23/02/2006,23/02/2006,25709,147,148,147.5,,147.5,2,40,5900,,CENTRAL INSURANCE COMPANY LIMITED
28/02/2006,28/02/2006,25709,150,150,150,,150,1,40,6000,,CENTRAL INSURANCE COMPANY LIMITED
05/03/2006,05/03/2006,25709,141,147,144,,143,2,60,8580,,CENTRAL INSURANCE COMPANY LIMITED
06/03/2006,06/03/2006,25709,155,155,155,,155,2,60,9300,,CENTRAL INSURANCE COMPANY LIMITED
07/03/2006,07/03/2006,25709,154,155.75,154.41,,154.25,8,160,24705,,CENTRAL INSURANCE COMPANY LIMITED
08/03/2006,08/03/2006,25709,149.5,150,149.75,,149.75,2,60,8990,,CENTRAL INSURANCE COMPANY LIMITED
09/03/2006,09/03/2006,25709,154,154,154,,154,1,40,6160,,CENTRAL INSURANCE COMPANY LIMITED
14/03/2006,14/03/2006,25709,154,160,157.68,,156.5,7,280,43875,,CENTRAL INSURANCE COMPANY LIMITED
15/03/2006,15/03/2006,25709,154,154.25,154.06,,154,4,140,21565,,CENTRAL INSURANCE COMPANY LIMITED
16/03/2006,16/03/2006,25709,145,159.5,153.88,,156.75,4,128,19990,,CENTRAL INSURANCE COMPANY LIMITED
19/03/2006,19/03/2006,25709,164,173.5,169.58,,169.5,16,500,84820,,CENTRAL INSURANCE COMPANY LIMITED
20/03/2006,20/03/2006,25709,165,170.25,167.83,,167.5,10,360,60340,,CENTRAL INSURANCE COMPANY LIMITED
28/03/2006,28/03/2006,25709,158,162,159.33,,159.25,3,60,9560,,CENTRAL INSURANCE COMPANY LIMITED
29/03/2006,29/03/2006,25709,160,160,160,,160,1,20,3200,,CENTRAL INSURANCE COMPANY LIMITED
30/03/2006,30/03/2006,25709,160,167.75,164.25,,165,3,100,16510,,CENTRAL INSURANCE COMPANY LIMITED
04/04/2006,04/04/2006,25709,152,152.5,152.25,,152.25,2,40,6090,,CENTRAL INSURANCE COMPANY LIMITED
06/04/2006,06/04/2006,25709,155,160,157.5,,157.5,2,40,6300,,CENTRAL INSURANCE COMPANY LIMITED
10/04/2006,10/04/2006,25709,150,150,150,,150,1,40,6000,,CENTRAL INSURANCE COMPANY LIMITED
13/04/2006,13/04/2006,25709,143.5,143.75,143.63,,143.5,2,40,5745,,CENTRAL INSURANCE COMPANY LIMITED
16/04/2006,16/04/2006,25709,145,145,145,,145,2,60,8700,,CENTRAL INSURANCE COMPANY LIMITED
19/04/2006,19/04/2006,25709,157,158,157.5,,157.5,2,40,6300,,CENTRAL INSURANCE COMPANY LIMITED
25/04/2006,25/04/2006,25709,153,162.5,157.75,,162.5,2,24,3862,,CENTRAL INSURANCE COMPANY LIMITED
03/05/2006,03/05/2006,25709,151,151,151,,151,1,4,604,,CENTRAL INSURANCE COMPANY LIMITED
04/05/2006,04/05/2006,25709,153.5,154,153.67,,153.5,3,60,9220,,CENTRAL INSURANCE COMPANY LIMITED
07/05/2006,07/05/2006,25709,152,159,154.19,,154.25,9,164,25323,,CENTRAL INSURANCE COMPANY LIMITED
08/05/2006,08/05/2006,25709,159,159.75,159.25,,159.25,6,120,19110,,CENTRAL INSURANCE COMPANY LIMITED
09/05/2006,09/05/2006,25709,153,153,153,,153,2,40,6120,,CENTRAL INSURANCE COMPANY LIMITED
